1,0,0,0
2,1,0,0
3,2,0,0
4,3,0,0
5,4,0,0
6,5,0,0
7,6,0,0
8,7,0,0
9,8,0,0
10,9,0,0
11,10,0,0
12,11,0,0
13,12,0,0
14,13,0,0
15,14,0,0
16,15,0,0
17,16,0,0
18,17,0,0
19,18,0,0
20,19,0,0
21,20,0,0
22,21,0,0
23,22,0,0
24,23,0,0
25,24,0,0
26,25,0,0
27,26,0,0
28,27,0,0
29,28,0,0
30,29,0,0
31,30,0,0
32,31,0,0
33,32,0,0
34,33,0,0
35,34,0,0
36,35,0,0
37,36,0,0
38,37,0,0
39,38,0,0
40,39,0,0
41,40,0,0
42,41,0,0
43,42,0,0
44,43,0,0
45,44,0,0
46,45,0,0
47,46,0,0
48,47,0,0
49,48,0,0
50,49,0,0
51,0,1,0
52,1,1,0
53,2,1,0
54,3,1,0
55,4,1,0
56,5,1,0
57,6,1,0
58,7,1,0
59,8,1,0
60,9,1,0
61,10,1,0
62,11,1,0
63,12,1,0
64,13,1,0
65,14,1,0
66,15,1,0
67,16,1,0
68,17,1,0
69,18,1,0
70,19,1,0
71,20,1,0
72,21,1,0
73,22,1,0
74,23,1,0
75,24,1,0
76,25,1,0
77,26,1,0
78,27,1,0
79,28,1,0
80,29,1,0
81,30,1,0
82,31,1,0
83,32,1,0
84,33,1,0
85,34,1,0
86,35,1,0
87,36,1,0
88,37,1,0
89,38,1,0
90,39,1,0
91,40,1,0
92,41,1,0
93,42,1,0
94,43,1,0
95,44,1,0
96,45,1,0
97,46,1,0
98,47,1,0
99,48,1,0
100,49,1,0
101,0,2,0
102,1,2,0
103,2,2,0
104,3,2,0
105,4,2,0
106,5,2,0
107,6,2,0
108,7,2,0
109,8,2,0
110,9,2,0
111,10,2,0
112,11,2,0
113,12,2,0
114,13,2,0
115,14,2,0
116,15,2,0
117,16,2,0
118,17,2,0
119,18,2,0
120,19,2,0
121,20,2,0
122,21,2,0
123,22,2,0
124,23,2,0
125,24,2,0
126,25,2,0
127,26,2,0
128,27,2,0
129,28,2,0
130,29,2,0
131,30,2,0
132,31,2,0
133,32,2,0
134,33,2,0
135,34,2,0
136,35,2,0
137,36,2,0
138,37,2,0
139,38,2,0
140,39,2,0
141,40,2,0
142,41,2,0
143,42,2,0
144,43,2,0
145,44,2,0
146,45,2,0
147,46,2,0
148,47,2,0
149,48,2,0
150,49,2,0
151,0,3,0
152,1,3,0
153,2,3,0
154,3,3,0
155,4,3,0
156,5,3,0
157,6,3,0
158,7,3,0
159,8,3,0
160,9,3,0
161,10,3,0
162,11,3,0
163,12,3,0
164,13,3,0
165,14,3,0
166,15,3,0
167,16,3,0
168,17,3,0
169,18,3,0
170,19,3,0
171,20,3,0
172,21,3,0
173,22,3,0
174,23,3,0
175,24,3,0
176,25,3,0
177,26,3,0
178,27,3,0
179,28,3,0
180,29,3,0
181,30,3,0
182,31,3,0
183,32,3,0
184,33,3,0
185,34,3,0
186,35,3,0
187,36,3,0
188,37,3,0
189,38,3,0
190,39,3,0
191,40,3,0
192,41,3,0
193,42,3,0
194,43,3,0
195,44,3,0
196,45,3,0
197,46,3,0
198,47,3,0
199,48,3,0
200,49,3,0
201,0,4,0
202,1,4,0
203,2,4,0
204,3,4,0
205,4,4,0
206,5,4,0
207,6,4,0
208,7,4,0
209,8,4,0
210,9,4,0
211,10,4,0
212,11,4,0
213,12,4,0
214,13,4,0
215,14,4,0
216,15,4,0
217,16,4,0
218,17,4,0
219,18,4,0
220,19,4,0
221,20,4,0
222,21,4,0
223,22,4,0
224,23,4,0
225,24,4,0
226,25,4,0
227,26,4,0
228,27,4,0
229,28,4,0
230,29,4,0
231,30,4,0
232,31,4,0
233,32,4,0
234,33,4,0
235,34,4,0
236,35,4,0
237,36,4,0
238,37,4,0
239,38,4,0
240,39,4,0
241,40,4,0
242,41,4,0
243,42,4,0
244,43,4,0
245,44,4,0
246,45,4,0
247,46,4,0
248,47,4,0
249,48,4,0
250,49,4,0
251,0,5,0
252,1,5,0
253,2,5,0
254,3,5,0
255,4,5,0
256,5,5,0
257,6,5,0
258,7,5,0
259,8,5,0
260,9,5,0
261,10,5,0
262,11,5,0
263,12,5,0
264,13,5,0
265,14,5,0
266,15,5,0
267,16,5,0
268,17,5,0
269,18,5,0
270,19,5,0
271,20,5,0
272,21,5,0
273,22,5,0
274,23,5,0
275,24,5,0
276,25,5,0
277,26,5,0
278,27,5,0
279,28,5,0
280,29,5,0
281,30,5,0
282,31,5,0
283,32,5,0
284,33,5,0
285,34,5,0
286,35,5,0
287,36,5,0
288,37,5,0
289,38,5,0
290,39,5,0
291,40,5,0
292,41,5,0
293,42,5,0
294,43,5,0
295,44,5,0
296,45,5,0
297,46,5,0
298,47,5,0
299,48,5,0
300,49,5,0
301,0,6,0
302,1,6,0
303,2,6,0
304,3,6,0
305,4,6,0
306,5,6,0
307,6,6,0
308,7,6,0
309,8,6,0
310,9,6,0
311,10,6,0
312,11,6,0
313,12,6,0
314,13,6,0
315,14,6,0
316,15,6,0
317,16,6,0
318,17,6,0
319,18,6,0
320,19,6,0
321,20,6,0
322,21,6,0
323,22,6,0
324,23,6,0
325,24,6,0
326,25,6,0
327,26,6,0
328,27,6,0
329,28,6,0
330,29,6,0
331,30,6,0
332,31,6,0
333,32,6,0
334,33,6,0
335,34,6,0
336,35,6,0
337,36,6,0
338,37,6,0
339,38,6,0
340,39,6,0
341,40,6,0
342,41,6,0
343,42,6,0
344,43,6,0
345,44,6,0
346,45,6,0
347,46,6,0
348,47,6,0
349,48,6,0
350,49,6,0
351,0,7,0
352,1,7,0
353,2,7,0
354,3,7,0
355,4,7,0
356,5,7,0
357,6,7,0
358,7,7,0
359,8,7,0
360,9,7,0
361,10,7,0
362,11,7,0
363,12,7,0
364,13,7,0
365,14,7,0
366,15,7,0
367,16,7,0
368,17,7,0
369,18,7,0
370,19,7,0
371,20,7,0
372,21,7,0
373,22,7,0
374,23,7,0
375,24,7,0
376,25,7,0
377,26,7,0
378,27,7,0
379,28,7,0
380,29,7,0
381,30,7,0
382,31,7,0
383,32,7,0
384,33,7,0
385,34,7,0
386,35,7,0
387,36,7,0
388,37,7,0
389,38,7,0
390,39,7,0
391,40,7,0
392,41,7,0
393,42,7,0
394,43,7,0
395,44,7,0
396,45,7,0
397,46,7,0
398,47,7,0
399,48,7,0
400,49,7,0
401,0,8,0
402,1,8,0
403,2,8,0
404,3,8,0
405,4,8,0
406,5,8,0
407,6,8,0
408,7,8,0
409,8,8,0
410,9,8,0
411,10,8,0
412,11,8,0
413,12,8,0
414,13,8,0
415,14,8,0
416,15,8,0
417,16,8,0
418,17,8,0
419,18,8,0
420,19,8,0
421,20,8,0
422,21,8,0
423,22,8,0
424,23,8,0
425,24,8,0
426,25,8,0
427,26,8,0
428,27,8,0
429,28,8,0
430,29,8,0
431,30,8,0
432,31,8,0
433,32,8,0
434,33,8,0
435,34,8,0
436,35,8,0
437,36,8,0
438,37,8,0
439,38,8,0
440,39,8,0
441,40,8,0
442,41,8,0
443,42,8,0
444,43,8,0
445,44,8,0
446,45,8,0
447,46,8,0
448,47,8,0
449,48,8,0
450,49,8,0
451,0,9,0
452,1,9,0
453,2,9,0
454,3,9,0
455,4,9,0
456,5,9,0
457,6,9,0
458,7,9,0
459,8,9,0
460,9,9,0
461,10,9,0
462,11,9,0
463,12,9,0
464,13,9,0
465,14,9,0
466,15,9,0
467,16,9,0
468,17,9,0
469,18,9,0
470,19,9,0
471,20,9,0
472,21,9,0
473,22,9,0
474,23,9,0
475,24,9,0
476,25,9,0
477,26,9,0
478,27,9,0
479,28,9,0
480,29,9,0
481,30,9,0
482,31,9,0
483,32,9,0
484,33,9,0
485,34,9,0
486,35,9,0
487,36,9,0
488,37,9,0
489,38,9,0
490,39,9,0
491,40,9,0
492,41,9,0
493,42,9,0
494,43,9,0
495,44,9,0
496,45,9,0
497,46,9,0
498,47,9,0
499,48,9,0
500,49,9,0
501,0,10,0
502,1,10,0
503,2,10,0
504,3,10,0
505,4,10,0
506,5,10,0
507,6,10,0
508,7,10,0
509,8,10,0
510,9,10,0
511,10,10,0
512,11,10,0
513,12,10,0
514,13,10,0
515,14,10,0
516,15,10,0
517,16,10,0
518,17,10,0
519,18,10,0
520,19,10,0
521,20,10,0
522,21,10,0
523,22,10,0
