1,0,0,0
2,1,0,0
3,2,0,0
4,3,0,0
5,4,0,0
6,5,0,0
7,6,0,0
8,7,0,0
9,8,0,0
10,9,0,0
11,10,0,0
12,11,0,0
13,12,0,0
14,13,0,0
15,14,0,0
16,15,0,0
17,16,0,0
18,17,0,0
19,18,0,0
20,19,0,0
21,20,0,0
22,21,0,0
23,22,0,0
24,23,0,0
25,24,0,0
26,25,0,0
27,26,0,0
28,27,0,0
29,28,0,0
30,29,0,0
31,30,0,0
32,31,0,0
33,32,0,0
34,33,0,0
35,34,0,0
36,35,0,0
37,36,0,0
38,37,0,0
39,38,0,0
40,39,0,0
41,40,0,0
42,41,0,0
43,42,0,0
44,43,0,0
45,44,0,0
46,45,0,0
47,46,0,0
48,47,0,0
49,48,0,0
50,49,0,0
51,50,0,0
52,51,0,0
53,52,0,0
54,53,0,0
55,54,0,0
56,55,0,0
57,56,0,0
58,57,0,0
59,58,0,0
60,59,0,0
61,60,0,0
62,61,0,0
63,62,0,0
64,63,0,0
65,64,0,0
66,65,0,0
67,66,0,0
68,67,0,0
69,68,0,0
70,69,0,0
71,70,0,0
72,71,0,0
73,72,0,0
74,73,0,0
75,74,0,0
76,75,0,0
77,76,0,0
78,77,0,0
79,78,0,0
80,79,0,0
81,80,0,0
82,81,0,0
83,82,0,0
84,83,0,0
85,84,0,0
86,85,0,0
87,86,0,0
88,87,0,0
89,88,0,0
90,89,0,0
91,90,0,0
92,91,0,0
93,92,0,0
94,93,0,0
95,94,0,0
96,95,0,0
97,96,0,0
98,97,0,0
99,98,0,0
100,99,0,0
101,0,1,0
102,1,1,0
103,2,1,0
104,3,1,0
105,4,1,0
106,5,1,0
107,6,1,0
108,7,1,0
109,8,1,0
110,9,1,0
111,10,1,0
112,11,1,0
113,12,1,0
114,13,1,0
115,14,1,0
116,15,1,0
117,16,1,0
118,17,1,0
119,18,1,0
120,19,1,0
121,20,1,0
122,21,1,0
123,22,1,0
124,23,1,0
125,24,1,0
126,25,1,0
127,26,1,0
128,27,1,0
129,28,1,0
130,29,1,0
131,30,1,0
132,31,1,0
133,32,1,0
134,33,1,0
135,34,1,0
136,35,1,0
137,36,1,0
138,37,1,0
139,38,1,0
140,39,1,0
141,40,1,0
142,41,1,0
143,42,1,0
144,43,1,0
145,44,1,0
146,45,1,0
147,46,1,0
148,47,1,0
149,48,1,0
150,49,1,0
151,50,1,0
152,51,1,0
153,52,1,0
154,53,1,0
155,54,1,0
156,55,1,0
157,56,1,0
158,57,1,0
159,58,1,0
160,59,1,0
161,60,1,0
162,61,1,0
163,62,1,0
164,63,1,0
165,64,1,0
166,65,1,0
167,66,1,0
168,67,1,0
169,68,1,0
170,69,1,0
171,70,1,0
172,71,1,0
173,72,1,0
174,73,1,0
175,74,1,0
176,75,1,0
177,76,1,0
178,77,1,0
179,78,1,0
180,79,1,0
181,80,1,0
182,81,1,0
183,82,1,0
184,83,1,0
185,84,1,0
186,85,1,0
187,86,1,0
188,87,1,0
189,88,1,0
190,89,1,0
191,90,1,0
192,91,1,0
193,92,1,0
194,93,1,0
195,94,1,0
196,95,1,0
197,96,1,0
198,97,1,0
199,98,1,0
200,99,1,0
201,0,2,0
202,1,2,0
203,2,2,0
204,3,2,0
205,4,2,0
206,5,2,0
207,6,2,0
208,7,2,0
209,8,2,0
210,9,2,0
211,10,2,0
212,11,2,0
213,12,2,0
214,13,2,0
215,14,2,0
216,15,2,0
217,16,2,0
218,17,2,0
219,18,2,0
220,19,2,0
221,20,2,0
222,21,2,0
223,22,2,0
224,23,2,0
225,24,2,0
226,25,2,0
227,26,2,0
228,27,2,0
229,28,2,0
230,29,2,0
231,30,2,0
232,31,2,0
233,32,2,0
234,33,2,0
235,34,2,0
236,35,2,0
237,36,2,0
238,37,2,0
239,38,2,0
240,39,2,0
241,40,2,0
242,41,2,0
243,42,2,0
244,43,2,0
245,44,2,0
246,45,2,0
247,46,2,0
248,47,2,0
249,48,2,0
250,49,2,0
251,50,2,0
252,51,2,0
253,52,2,0
254,53,2,0
255,54,2,0
256,55,2,0
257,56,2,0
258,57,2,0
259,58,2,0
260,59,2,0
261,60,2,0
262,61,2,0
263,62,2,0
264,63,2,0
265,64,2,0
266,65,2,0
267,66,2,0
268,67,2,0
269,68,2,0
270,69,2,0
271,70,2,0
272,71,2,0
273,72,2,0
274,73,2,0
275,74,2,0
276,75,2,0
277,76,2,0
278,77,2,0
279,78,2,0
280,79,2,0
281,80,2,0
282,81,2,0
283,82,2,0
284,83,2,0
285,84,2,0
286,85,2,0
287,86,2,0
288,87,2,0
289,88,2,0
290,89,2,0
291,90,2,0
292,91,2,0
293,92,2,0
294,93,2,0
295,94,2,0
296,95,2,0
297,96,2,0
298,97,2,0
299,98,2,0
300,99,2,0
301,0,3,0
302,1,3,0
303,2,3,0
304,3,3,0
305,4,3,0
306,5,3,0
307,6,3,0
308,7,3,0
309,8,3,0
310,9,3,0
311,10,3,0
312,11,3,0
313,12,3,0
314,13,3,0
315,14,3,0
316,15,3,0
317,16,3,0
318,17,3,0
319,18,3,0
320,19,3,0
321,20,3,0
322,21,3,0
323,22,3,0
324,23,3,0
325,24,3,0
326,25,3,0
327,26,3,0
328,27,3,0
329,28,3,0
330,29,3,0
331,30,3,0
332,31,3,0
333,32,3,0
334,33,3,0
335,34,3,0
336,35,3,0
337,36,3,0
338,37,3,0
339,38,3,0
340,39,3,0
341,40,3,0
342,41,3,0
343,42,3,0
344,43,3,0
345,44,3,0
346,45,3,0
347,46,3,0
348,47,3,0
349,48,3,0
350,49,3,0
351,50,3,0
352,51,3,0
353,52,3,0
354,53,3,0
355,54,3,0
356,55,3,0
357,56,3,0
358,57,3,0
359,58,3,0
360,59,3,0
361,60,3,0
362,61,3,0
363,62,3,0
364,63,3,0
365,64,3,0
366,65,3,0
367,66,3,0
368,67,3,0
369,68,3,0
370,69,3,0
371,70,3,0
372,71,3,0
373,72,3,0
374,73,3,0
375,74,3,0
376,75,3,0
377,76,3,0
378,77,3,0
379,78,3,0
380,79,3,0
381,80,3,0
382,81,3,0
383,82,3,0
384,83,3,0
385,84,3,0
386,85,3,0
387,86,3,0
388,87,3,0
389,88,3,0
390,89,3,0
391,90,3,0
392,91,3,0
393,92,3,0
394,93,3,0
395,94,3,0
396,95,3,0
397,96,3,0
398,97,3,0
399,98,3,0
400,99,3,0
401,0,4,0
402,1,4,0
403,2,4,0
404,3,4,0
405,4,4,0
406,5,4,0
407,6,4,0
408,7,4,0
409,8,4,0
410,9,4,0
411,10,4,0
412,11,4,0
413,12,4,0
414,13,4,0
415,14,4,0
416,15,4,0
417,16,4,0
418,17,4,0
419,18,4,0
420,19,4,0
421,20,4,0
422,21,4,0
423,22,4,0
424,23,4,0
425,24,4,0
426,25,4,0
427,26,4,0
428,27,4,0
429,28,4,0
430,29,4,0
431,30,4,0
432,31,4,0
433,32,4,0
434,33,4,0
435,34,4,0
436,35,4,0
437,36,4,0
438,37,4,0
439,38,4,0
440,39,4,0
441,40,4,0
442,41,4,0
443,42,4,0
444,43,4,0
445,44,4,0
446,45,4,0
447,46,4,0
448,47,4,0
449,48,4,0
450,49,4,0
451,50,4,0
452,51,4,0
453,52,4,0
454,53,4,0
455,54,4,0
456,55,4,0
457,56,4,0
458,57,4,0
459,58,4,0
460,59,4,0
461,60,4,0
462,61,4,0
463,62,4,0
464,63,4,0
465,64,4,0
466,65,4,0
467,66,4,0
468,67,4,0
469,68,4,0
470,69,4,0
471,70,4,0
472,71,4,0
473,72,4,0
474,73,4,0
475,74,4,0
476,75,4,0
477,76,4,0
478,77,4,0
479,78,4,0
480,79,4,0
481,80,4,0
482,81,4,0
483,82,4,0
484,83,4,0
485,84,4,0
486,85,4,0
487,86,4,0
488,87,4,0
489,88,4,0
490,89,4,0
491,90,4,0
492,91,4,0
493,92,4,0
494,93,4,0
495,94,4,0
496,95,4,0
497,96,4,0
498,97,4,0
499,98,4,0
500,99,4,0
501,0,5,0
502,1,5,0
503,2,5,0
504,3,5,0
505,4,5,0
506,5,5,0
507,6,5,0
508,7,5,0
509,8,5,0
510,9,5,0
511,10,5,0
512,11,5,0
513,12,5,0
514,13,5,0
515,14,5,0
516,15,5,0
517,16,5,0
518,17,5,0
519,18,5,0
520,19,5,0
521,20,5,0
522,21,5,0
523,22,5,0
