1,659,931,273
2,545,879,924
3,710,441,166
4,493,43,988
5,504,328,730
6,841,613,304
7,170,710,158
8,561,934,100
9,279,817,336
10,98,827,513
11,268,811,634
12,980,150,580
13,822,968,673
14,394,337,486
15,746,229,92
16,195,358,2
17,154,709,945
18,669,491,125
19,197,531,904
20,723,667,550
21,25,802,854
22,978,409,229
23,934,299,982
24,636,14,866
25,815,64,537
26,426,670,116
27,95,630,502
28,518,196,106
29,405,452,299
30,189,124,506
31,883,753,567
32,717,338,439
33,145,502,898
34,872,829,138
35,359,178,398
36,295,905,610
37,232,746,176
38,636,299,143
39,400,969,413
40,261,558,595
41,9,396,969
42,114,531,7
43,963,943,366
44,83,853,768
45,822,696,713
46,672,902,591
47,832,739,58
48,617,791,641
49,680,336,7
50,973,99,96
51,320,455,224
52,290,761,906
53,127,124,507
54,814,771,239
55,95,221,845
56,367,535,227
57,395,364,739
58,845,591,551
59,160,624,948
60,386,218,273
61,540,248,386
62,497,886,624
63,421,145,969
64,736,916,626
65,535,43,12
66,680,153,245
67,296,819,397
68,693,816,992
69,34,670,398
70,554,548,826
71,211,663,212
72,809,378,762
73,626,336,869
74,996,777,768
75,440,875,332
76,557,302,873
77,561,95,985
78,756,790,408
79,16,194,770
80,681,456,856
81,507,964,503
82,677,109,250
83,332,845,639
84,809,998,652
85,850,204,732
86,532,15,420
87,776,10,181
88,930,224,55
89,261,738,546
90,318,526,201
91,257,565,598
92,649,705,551
93,151,977,413
94,555,798,505
95,382,749,66
96,379,700,210
97,130,554,484
98,448,608,774
99,323,306,177
100,404,333,902
